date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:32	90895/90895	---M-Z	200	added ('OK')	text/html	etag:%221630f-5eb2b3f14c480-gzip%22	http://85.192.34.140/theory/log/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/log/index.html	(from http://85.192.34.140/theory/)
23:14:34	97392/97392	---M-Z	200	added ('OK')	text/html	etag:%2217c70-5eb2b4d3519c0-gzip%22	http://85.192.34.140/theory/uml/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/uml/index.html	(from http://85.192.34.140/theory/)
23:14:35	103265/103265	---M-Z	200	added ('OK')	text/html	etag:%2219361-5eb2b5105a9c0-gzip%22	http://85.192.34.140/theory/xml/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/xml/index.html	(from http://85.192.34.140/theory/)
23:14:35	105679/105679	---M-Z	200	added ('OK')	text/html	etag:%2219ccf-5eb2b424cbe00-gzip%22	http://85.192.34.140/theory/patterns/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/patterns/index.html	(from http://85.192.34.140/theory/)
23:14:36	106108/106108	---M-Z	200	added ('OK')	text/html	etag:%2219e7c-5eb2b2f76f700-gzip%22	http://85.192.34.140/theory/html/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/html/index.html	(from http://85.192.34.140/theory/)
23:14:36	94916/94916	---M-Z	200	added ('OK')	text/html	etag:%22172c4-5eb2af5d3b740-gzip%22	http://85.192.34.140/theory/css/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/css/index.html	(from http://85.192.34.140/theory/)
23:14:37	129992/129992	---M-Z	200	added ('OK')	text/html	etag:%221fbc8-5eb2b4eef9b00-gzip%22	http://85.192.34.140/theory/web/index.html	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/web/index.html	(from http://85.192.34.140/theory/)
23:14:38	71656/71656	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-117e8%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:38	33188/33188	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-81a4%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:39	40200/40200	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-9d08%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:39	71428/71428	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-11704%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_AMS-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:39	19836/19836	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4d7c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:39	10604/10604	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-296c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:40	12136/12136	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-2f68%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:40	19588/19588	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4c84%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Bold.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:40	19220/19220	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4b14%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:40	10396/10396	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-289c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:41	11868/11868	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-2e5c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:41	18960/18960	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4a10%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Caligraphic-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:41	36200/36200	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-8d68%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:42	20476/20476	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4ffc%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:42	23388/23388	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-5b5c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:42	35968/35968	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-8c80%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Bold.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:42	34896/34896	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-8850%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:43	19868/19868	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4d9c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:43	22844/22844	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-593c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:43	34652/34652	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-875c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Fraktur-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:43	60688/60688	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-ed10%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:44	29492/29492	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-7334%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:44	35480/35480	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-8a98%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:44	60468/60468	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-ec34%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Bold.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:44	44132/44132	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-ac64%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:45	21032/21032	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-5228%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:45	24880/24880	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-6130%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:45	43904/43904	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-ab80%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Italic.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:45	68228/68228	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-10a84%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:46	31220/31220	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-79f4%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:46	37620/37620	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-92f4%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:46	67996/67996	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-1099c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Main-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:46	41676/41676	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-a2cc%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:47	20432/20432	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4fd0%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:47	23820/23820	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-5d0c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:47	41448/41448	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-a1e8%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Math-Italic.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:47	30212/30212	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-7604%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:48	13908/13908	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-3654%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:48	16744/16744	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-4168%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:48	29960/29960	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-7508%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_SansSerif-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:48	25104/25104	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-6210%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:49	12276/12276	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-2ff4%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
